FID,OBJECTID,VRT_CODE,VRTNAAM,HAVEN_VAAR,MEETPUNT_B,MEETPUNT_E,TRAJECTLEN,STATUS,TOEVOEGING,COR_NAAM,KENMERK_ID,ID,SE_ANNO_CAD_DATA,SHAPE
status_vaarweg.fid--375f6e7f_17ab674aa71_-3908,17,137,Kanaal door Zuid-Beveland,,0,10.813,,HR,Hoofdroute,,,16499176,,"MULTILINESTRING ((51.5211 4.01619999899998, 51.519299999 4.01570000100003, 51.512699999 4.01330000199999, 51.511300001 4.01269999900001, 51.508499999 4.010600001, 51.505100001 4.00719999900002, 51.5044 4.006700002, 51.502500001 4.00539999799997, 51.501200002 4.004799999, 51.499699999 4.00459999999998, 51.495000001 4.00450000199999, 51.489100002 4.00459999999998, 51.4791 4.00510000100002, 51.4736 4.00539999799997, 51.467500001 4.00620000100002, 51.463199999 4.00699999900002, 51.461199999 4.00780000200001, 51.456999999 4.00910000099998, 51.454300001 4.01000000200003, 51.4542 4.01010000000002, 51.4516 4.01139999899999, 51.4494 4.012400001, 51.447500002 4.01309999799997, 51.445300002 4.01330000199999, 51.444200002 4.01339999999999, 51.443100002 4.01309999799997, 51.441300001 4.01229999999998, 51.4397 4.01119999999997, 51.437899999 4.00959999899999, 51.435800001 4.00790000000001))"
status_vaarweg.fid--375f6e7f_17ab674aa71_-3907,24,131,Westerschelde,,0,85.937,,HR,Hoofdroute,,,16499546,,"MULTILINESTRING ((51.2357 4.39660000100002, 51.236099999 4.39499999999998, 51.2377 4.3827, 51.2379 4.36750000000001, 51.238299999 4.35649999999998, 51.240499999 4.347100001, 51.2447 4.33960000100001, 51.2487 4.33120000000002, 51.251200002 4.32180000099999, 51.252799999 4.31309999899997, 51.254500002 4.30490000200001, 51.256299999 4.30160000199999, 51.259599999 4.29980000099999, 51.263999999 4.300999999, 51.279100001 4.31889999999999, 51.282499999 4.31989999899997, 51.286899999 4.31949999900002, 51.292300001 4.30909999800002, 51.3017 4.28119999900002, 51.315200001 4.2731, 51.328899998 4.27320000200001, 51.34 4.26770000200003, 51.350000001 4.25, 51.351399999 4.23649999899999, 51.356400002 4.22839999899998, 51.359000001 4.22559999999999, 51.360599998 4.22349999800002, 51.3627 4.22140000000002, 51.3651 4.22010000099999, 51.368900001 4.21809999999999, 51.3728 4.21589999999998, 51.377099998 4.21550000100001, 51.380800001 4.21469999800001, 51.388099998 4.21220000099999, 51.3906 4.21110000099998, 51.394499999 4.20839999999998, 51.396299999 4.20569999899999, 51.397599999 4.20310000000001, 51.398499999 4.199999999, 51.398699999 4.199099999, 51.398800001 4.19590000099998, 51.398600001 4.19189999999998, 51.3983 4.18899999899998, 51.397399999 4.184599999, 51.395100001 4.17929999900002, 51.385600001 4.16499999899997, 51.3807 4.15729999899997, 51.378199998 4.15339999999998, 51.375799999 4.14970000099999, 51.374000002 4.14499999999998, 51.372299999 4.13619999999997, 51.371199999 4.128899999, 51.370700002 4.12469999899997, 51.370499998 4.121199999, 51.370099999 4.11540000100001, 51.368799999 4.10029999900001, 51.3695 4.08800000000002, 51.370499998 4.07920000000001, 51.3719 4.07070000099998, 51.372900002 4.06450000000001, 51.3741 4.057700001, 51.375 4.05420000100003, 51.376200002 4.05059999999997, 51.377700001 4.04720000200001, 51.379500002 4.044100001, 51.3816 4.04140000000001, 51.383699998 4.03979999900002, 51.3873 4.03730000199999, 51.3906 4.03599999800002, 51.3928 4.03539999899999, 51.409400001 4.03370000000001, 51.417100001 4.03159999799999, 51.422699999 4.02919999900001, 51.428599998 4.02420000000001, 51.4329 4.01660000200002, 51.435800001 4.00790000000001, 51.4377 4.00319999800001, 51.438000001 3.99850000100002, 51.437899999 3.99779999999998, 51.4377 3.99480000099999, 51.436900001 3.989300001, 51.434999999 3.98299999900001, 51.432700001 3.97800000000001, 51.430500001 3.97529999900001, 51.428100001 3.97289999899999, 51.423799999 3.96840000200001, 51.413400002 3.96260000000001, 51.411200002 3.96119999899997, 51.401700001 3.95630000199998, 51.392900001 3.95310000000001, 51.388900001 3.95159999999998, 51.385699999 3.949099999, 51.3825 3.94570000099998, 51.3792 3.94099999999997, 51.374400001 3.93259999899999, 51.3693 3.92199999799999, 51.366099998 3.91429999799999, 51.366099998 3.9144, 51.363000002 3.90650000099998, 51.360199999 3.90040000200003, 51.355900001 3.89079999900002, 51.3539 3.88600000000002, 51.3528 3.88280000200001, 51.352200001 3.88080000100001, 51.351300001 3.87759999899998, 51.350699998 3.872099999, 51.344700001 3.84290000099998, 51.345899999 3.82999999800001, 51.345899999 3.82920000000001, 51.346799999 3.81980000099998, 51.346099999 3.81380000000001, 51.348000001 3.81190000100003, 51.348700002 3.807799999, 51.349599998 3.80279999999999, 51.356600001 3.77519999800001, 51.358199999 3.76810000099999, 51.3682 3.74350000200002, 51.380399998 3.72280000199999, 51.385600001 3.71480000000003, 51.3884 3.71180000200002, 51.391600002 3.71029999899997, 51.4023 3.7106, 51.405099999 3.71049999799999, 51.407699998 3.71009999900002, 51.4124 3.70819999999998, 51.412999999 3.70789999900001, 51.420499999 3.703899998, 51.4265 3.69760000000002, 51.431699999 3.68970000000002, 51.4373 3.67830000100003, 51.439100001 3.66869999800002, 51.4399 3.66099999800002, 51.4397 3.65379999999999, 51.438900001 3.644299999, 51.436799999 3.63129999900002, 51.4353 3.62379999799998, 51.4331 3.61160000000001, 51.4329 3.60240000099998))"
status_vaarweg.fid--375f6e7f_17ab674aa71_-3906,25,112,Dordtsche Kil,,0,9.735,,HR,Hoofdroute,,,16499889,,"MULTILINESTRING ((51.714200001 4.620299999, 51.7203 4.62279999999998, 51.7212 4.62319999900001, 51.73 4.62759999899998, 51.736000001 4.62959999999998, 51.7434 4.63139999999999, 51.7489 4.63139999999999, 51.753600001 4.63019999900001, 51.759799998 4.62700000000001, 51.764699999 4.62630000000001, 51.769200001 4.62680000099999, 51.771699999 4.62720000000002, 51.773699999 4.62740000000002, 51.775800001 4.62740000000002, 51.780099999 4.62740000000002, 51.782699998 4.62709999800001, 51.785700001 4.62640000099998, 51.791900001 4.62359999900002, 51.7962 4.62229999900001, 51.800000001 4.62130000100001))"
status_vaarweg.fid--375f6e7f_17ab674aa71_-3905,26,113,Spui en Beningen,,0,21.535,,AR,Alternatieve route,,,16499160,,"MULTILINESTRING ((51.801199999 4.17099999999999, 51.800799999 4.18600000100002, 51.7918 4.20279999799999, 51.789900001 4.21020000099998, 51.7894 4.21269999800001, 51.787599999 4.22250000000003, 51.7872 4.22549999900002, 51.785300002 4.23250000199999, 51.7837 4.23600000099998, 51.7828 4.23770000000002, 51.782400001 4.23889999800002, 51.782299999 4.24080000100003, 51.782699998 4.24240000200001, 51.783399999 4.24390000099999, 51.7852 4.24579999999997, 51.787500001 4.24779999999998, 51.790199999 4.25050000099998, 51.794 4.25450000199999, 51.7971 4.25809999900002, 51.800099999 4.26110000199998, 51.800900001 4.261599999, 51.802700002 4.26309999799997, 51.8035 4.26429999999999, 51.804000001 4.26550000200001, 51.804499999 4.26720000099999, 51.804900002 4.26850000000002, 51.805199999 4.270100001, 51.805199999 4.27289999999999, 51.805 4.27459999899997, 51.804499999 4.27670000099999, 51.8039 4.28000000100002, 51.803800002 4.28359999899999, 51.803399999 4.28799999900002, 51.8028 4.29219999899999, 51.802299999 4.29439999900001, 51.802200001 4.29579999999999, 51.8024 4.29670000099998, 51.802900001 4.29740000100003, 51.804000001 4.29879999899998, 51.806400001 4.30200000100001, 51.807999998 4.30459999999999, 51.808699999 4.30590000000001, 51.809300002 4.30730000099999, 51.810199998 4.31089999900001, 51.811099999 4.31650000100001, 51.8116 4.31839999900001, 51.812100001 4.32140000200002, 51.812600002 4.32519999900001, 51.813000001 4.33069999899999, 51.813299999 4.331700001, 51.8136 4.33240000199999, 51.814399999 4.33359999999999, 51.815200001 4.33480000100002, 51.816199999 4.336599998, 51.816599999 4.33740000099999, 51.816799998 4.33819999899998, 51.8169 4.33989999800002, 51.817499999 4.34430000200001, 51.8191 4.35339999899998, 51.8193 4.35449999899998, 51.819200002 4.35610000000003, 51.8191 4.35790000100002, 51.818700001 4.36030000099998, 51.818 4.363200001, 51.817000002 4.36760000100003, 51.817000002 4.36910000099999, 51.817699999 4.37060000000002, 51.818399999 4.37180000199999, 51.82 4.37440000100003, 51.820700001 4.37610000000001, 51.822500002 4.37900000100001, 51.8233 4.38039999799997, 51.824000001 4.38219999900002, 51.824299999 4.38239999899997, 51.826099999 4.386300001, 51.827599999 4.38899999900002, 51.828400001 4.39090000099998, 51.828899998 4.39189999899997, 51.830400001 4.39479999999998, 51.8312 4.39660000100002, 51.8314 4.39730000100002, 51.831500001 4.399099998, 51.8314 4.40019999800001, 51.830899999 4.40269999999998, 51.830499999 4.40590000200001, 51.829700001 4.41560000200002, 51.829700001 4.418000001, 51.829700001 4.41979999799997, 51.8299 4.42099999999999, 51.830600001 4.42289999899998, 51.831300002 4.42430000000002, 51.832800001 4.42639999800002, 51.8354 4.43000000000001, 51.8367 4.43200000000002))"
status_vaarweg.fid--375f6e7f_17ab674aa71_-3904,27,135,Zandkreek en Veerse Meer,,0,22.223,,AR,Alternatieve route,,,16500414,,"MULTILINESTRING ((51.544100001 3.86930000000001, 51.544300001 3.86760000100003, 51.5438 3.862599999, 51.543400001 3.85939999999999, 51.543299999 3.85520000000002, 51.543699998 3.85240000099998, 51.545400001 3.84980000199999, 51.546700001 3.84789999899999, 51.547800001 3.84609999899999, 51.548300002 3.84540000200002, 51.549699999 3.84349999900002, 51.550500002 3.842300002, 51.551100001 3.84120000199999, 51.552000001 3.839499999, 51.5524 3.83810000099999, 51.5528 3.83700000099998, 51.552999999 3.83590000100003, 51.553199999 3.834600002, 51.553399999 3.83350000199999, 51.553399999 3.83150000099999, 51.553300001 3.82900000000001, 51.552499998 3.82569999999998, 51.551600002 3.82290000099999, 51.550799999 3.8202, 51.550000001 3.81749999900001, 51.5493 3.81410000099999, 51.548799999 3.8125, 51.548 3.81080000100002, 51.547600001 3.80990000100002, 51.5471 3.808400001, 51.546100002 3.80510000100003, 51.545499999 3.803800002, 51.5451 3.80290000100001, 51.544799998 3.801899999, 51.5447 3.80040000000002, 51.5447 3.79879999899998, 51.5447 3.79740000100003, 51.545000002 3.79489999999998, 51.546 3.793000001, 51.546599999 3.79140000000001, 51.548 3.78799999900002, 51.550500002 3.78150000099998, 51.5517 3.77769999999998, 51.552999999 3.7731, 51.553300001 3.77059999900001, 51.553399999 3.76799999899998, 51.5535 3.76599999899997, 51.5535 3.76370000100002, 51.5535 3.762499999, 51.5524 3.7568, 51.550900001 3.75209999800001, 51.5482 3.74570000199998, 51.537500001 3.72430000100002, 51.535599999 3.72040000200002, 51.533399999 3.71739999900001, 51.530900002 3.71469999800001, 51.528000001 3.71180000200002, 51.525199998 3.70899999900001, 51.522999998 3.70639999999997, 51.521600001 3.7029, 51.521200001 3.70210000100002, 51.5211 3.70089999999999, 51.521000002 3.698800001, 51.521000002 3.698199999, 51.5211 3.69740000000002, 51.521400001 3.69540000000001, 51.5218 3.69389999999999, 51.522599999 3.69200000199999, 51.523800001 3.690400001, 51.524799999 3.68930000099999, 51.528999999 3.68549999999999, 51.5374 3.68290000000002, 51.5458 3.67830000100003, 51.549600001 3.67489999899999, 51.558499999 3.66109999999998, 51.560199998 3.65839999899998, 51.560800001 3.65740000099998, 51.568399999 3.64530000100001, 51.574499998 3.64090000099998, 51.5865 3.6336))"
status_vaarweg.fid--375f6e7f_17ab674aa71_-3903,28,138,Oosterschelde,,17.375,25.165,,AR,Alternatieve route,,,16499795,,"MULTILINESTRING ((51.6215 3.67399999899999, 51.621300001 3.67280000099998, 51.6208 3.6712, 51.6182 3.66680000000002, 51.616900001 3.663400002, 51.615899999 3.65879999800001, 51.616099998 3.65390000100001, 51.616900001 3.65060000099999, 51.619100001 3.64479999999998, 51.641100001 3.60379999899999, 51.644400001 3.59849999800002, 51.6492 3.58040000099999, 51.653999999 3.56190000100003, 51.654199999 3.56139999999999))"
status_vaarweg.fid--375f6e7f_17ab674aa71_-3902,29,142,Mastgat - Zeelandbrug - Engelsche vaarwater - Brabantsche vaarwater - Witte tonnen,,14.468,18.216,,AR,Alternatieve route,,,16501186,,"MULTILINESTRING ((51.6065 3.97179999899998, 51.614300001 3.93789999900002, 51.615699999 3.919199999))"
status_vaarweg.fid--375f6e7f_17ab674aa71_-3901,30,142,Mastgat - Zeelandbrug - Engelsche vaarwater - Brabantsche vaarwater - Witte tonnen,,0,14.467,,HR,Hoofdroute,,,16501453,,"MULTILINESTRING ((51.6164 4.05270000199999, 51.6127 4.04479999799997, 51.607000001 4.03159999799999, 51.602899998 4.02109999999999, 51.601300001 4.011500001, 51.600200001 4.00439999999998, 51.600200001 4.00330000000002, 51.600200001 3.99570000199998, 51.601399999 3.98739999899999, 51.6065 3.97179999899998, 51.614300001 3.93789999900002, 51.615699999 3.919100001))"
status_vaarweg.fid--375f6e7f_17ab674aa71_-3900,18,060,Lemmer - Delfzijl,,26.5,46.9,,HR,Hoofdroute,,,16498821,,"MULTILINESTRING ((53.235599998 6.64660000100002, 53.232999999 6.63690000000003, 53.229400001 6.62420000100002, 53.2234 6.60200000200001, 53.221799999 6.59650000200003, 53.223499998 6.59569999899998, 53.225099999 6.59470000099998, 53.225400001 6.59440000000001, 53.227899998 6.59129999999999, 53.229200002 6.58969999800001, 53.230999999 6.58769999800001, 53.232799999 6.58539999999999, 53.233399998 6.58439999799998, 53.233800001 6.58379999900001, 53.234200001 6.58309999900001, 53.234900001 6.581700001, 53.2355 6.58020000200003, 53.236099999 6.57820000100003, 53.237500001 6.57350000000002, 53.238899998 6.56879999900002, 53.239100002 6.56799999999998, 53.240800001 6.56239999799999, 53.242699999 6.55640000099999, 53.245000001 6.54879999899998, 53.247000001 6.54199999899998, 53.249699999 6.53330000099999, 53.249899998 6.53260000099999, 53.253800001 6.51979999999998, 53.256299999 6.511300001, 53.257300001 6.50820000099998, 53.2579 6.50600000100002, 53.258200001 6.50450000199999, 53.258400001 6.50340000199998, 53.258699998 6.50189999899999, 53.258900002 6.50039999900002, 53.259 6.49979999999999, 53.259100001 6.49810000100001, 53.259300001 6.495299999, 53.2599 6.48400000100003, 53.260000002 6.48239999999998, 53.260000002 6.480799999, 53.260899998 6.4597, 53.260899998 6.457699999, 53.261 6.45329999900002, 53.261100002 6.44940000000003, 53.261 6.44630000000001, 53.260899998 6.44440000100002, 53.260600001 6.44099999999997, 53.260499999 6.43930000099999, 53.260200001 6.43690000100003, 53.259199999 6.42920000100003, 53.257599998 6.41660000000002, 53.2568 6.41039999899999, 53.256000001 6.40449999999998, 53.2557 6.40269999999998, 53.2555 6.40129999800001, 53.255199999 6.39990000099999, 53.254700001 6.39770000099998, 53.253800001 6.39400000099999, 53.2533 6.39189999899997, 53.252799999 6.3895, 53.252599999 6.38780000100002, 53.252599999 6.38639999899999, 53.252599999 6.38500000200003, 53.252700001 6.38390000200002, 53.252799999 6.38259999799999, 53.252999999 6.3818, 53.253600001 6.37830000000002, 53.253899999 6.37730000200003, 53.254099999 6.375999998, 53.254299998 6.37489999799999, 53.2544 6.37359999900002, 53.254500002 6.372000001, 53.2544 6.370900001, 53.254299998 6.36699999899997, 53.253899999 6.35999999900002, 53.252599999 6.34739999800001, 53.251600001 6.33790000200003, 53.249600001 6.31799999999998, 53.249200001 6.31419999899998))"
status_vaarweg.fid--375f6e7f_17ab674aa71_-38ff,19,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,0,67.3,,AR,Alternatieve route,,,16498278,,"MULTILINESTRING ((50.860800002 5.69760000000002, 50.862100001 5.69689999899998, 50.862399999 5.69680000099999, 50.862799998 5.69660000099998, 50.863600001 5.69579999899997, 50.8642 5.69509999799999, 50.864700001 5.694200002, 50.865200002 5.69310000199999, 50.8664 5.68980000200003, 50.867699999 5.68629999799998, 50.867800001 5.68589999900001, 50.868299998 5.68490000100002, 50.868500002 5.68430000199999, 50.868500002 5.68419999999998, 50.868799999 5.68380000100001, 50.869600002 5.68320000199998, 50.8708 5.68239999899998, 50.875999998 5.67900000100002, 50.880899999 5.675999999, 50.881099999 5.675900001, 50.8814 5.67579999899999, 50.8818 5.67579999899999, 50.882199999 5.675900001, 50.882800002 5.676199999, 50.8836 5.67649999999998, 50.884500001 5.67700000100001, 50.885600001 5.67770000199999, 50.886300001 5.67830000100003, 50.8873 5.67900000100002, 50.887899999 5.67959999999999, 50.888300002 5.68000000000001, 50.888700001 5.68039999899997, 50.889800001 5.68140000099999, 50.892299999 5.68400000000003, 50.8935 5.68529999999998, 50.894400001 5.68639999999999, 50.8948 5.68690000100003, 50.895500001 5.68770000000001, 50.895799998 5.68820000099998, 50.8961 5.68860000000001, 50.896899998 5.68939999899999, 50.897599999 5.69009999899998, 50.8981 5.690400001, 50.898400001 5.690499999, 50.898699999 5.69060000000002, 50.899099998 5.69069999800001, 50.899700001 5.69069999800001, 50.9034 5.69080000000002, 50.905099999 5.69080000000002, 50.907299999 5.69080000000002, 50.907600001 5.69090000199998, 50.907900002 5.69099999999997, 50.908199999 5.691300001, 50.910300002 5.69339999900001, 50.914299998 5.69760000000002, 50.920699999 5.70470000099999, 50.921500001 5.70540000099999, 50.9234 5.70740000199999, 50.9243 5.70829999799997, 50.9256 5.7097, 50.926800001 5.71099999900002, 50.9274 5.7115, 50.928199999 5.71200000099998, 50.9289 5.71229999899998, 50.9296 5.71249999899999, 50.930399999 5.71240000099999, 50.9342 5.71209999899997, 50.944400001 5.71080000000001, 50.955600001 5.70949999999999, 50.9619 5.70890000100002, 50.968800001 5.70809999900001, 50.981199998 5.706700001, 50.987799998 5.705899999, 50.988499999 5.705899999, 50.989599999 5.70630000199998, 50.991099998 5.706999999, 50.997000001 5.70949999999999, 51.003899999 5.71249999899999, 51.007199999 5.71390000000002, 51.011799999 5.71589999999998, 51.013500001 5.71640000100001, 51.014899999 5.71660000100002, 51.016199999 5.71649999900001, 51.0178 5.71589999999998, 51.019000001 5.71519999999998, 51.0207 5.71390000000002, 51.024799999 5.71020000099998, 51.026799999 5.70859999999999, 51.028099999 5.707600001, 51.029100001 5.706799999, 51.030000001 5.70639999999997, 51.032600001 5.705800001, 51.037099998 5.70490000000001, 51.044100001 5.70340000099998, 51.051800001 5.70169999799998, 51.057700001 5.70049999999998, 51.064599998 5.699000001, 51.071600001 5.69750000200003, 51.0724 5.69729999800001, 51.073100001 5.69729999800001, 51.073899999 5.69750000200003, 51.074499998 5.69790000099999, 51.075599998 5.69860000199998, 51.077100001 5.69940000000003, 51.078299999 5.69970000199999, 51.079500001 5.69970000199999, 51.080499999 5.69959999999998, 51.081900001 5.699000001, 51.083299998 5.698199999, 51.085999999 5.69650000000001, 51.088199999 5.69509999799999, 51.090300001 5.69399999799998, 51.093899999 5.69209999999998, 51.098099999 5.68990000000002, 51.102600001 5.6875, 51.104800001 5.68629999799998, 51.106199998 5.68529999999998, 51.107299998 5.68400000000003, 51.108800001 5.68149999899998, 51.111099999 5.67739999999998, 51.1162 5.668000001, 51.1204 5.66030000199999, 51.125 5.651999999, 51.128400002 5.64559999900001, 51.131099999 5.64060000000001, 51.1362 5.63109999900001, 51.1413 5.62180000199999, 51.144900002 5.61569999900001, 51.1461 5.61410000199999, 51.146899998 5.61329999899999, 51.148200002 5.612599999, 51.149700001 5.61230000099999, 51.1547 5.61140000099999, 51.159699999 5.6105, 51.162300002 5.60999999900002, 51.163400002 5.6096, 51.164700001 5.60880000100002, 51.165899999 5.60799999900001, 51.167399999 5.60649999999998, 51.169199999 5.60430000000002, 51.1723 5.59959999799997, 51.173599999 5.59760000199998, 51.174600001 5.59589999899998, 51.1754 5.59430000200001, 51.1763 5.59180000100002, 51.176800001 5.58969999800001, 51.178100001 5.58399999900001, 51.178599998 5.581799999, 51.179200001 5.58040000099999, 51.180100001 5.57930000099998, 51.182999998 5.57600000100001, 51.184099998 5.57459999999998, 51.184799999 5.57350000000002, 51.1855 5.57169999899997, 51.186299998 5.569200002, 51.187199999 5.56679999800002, 51.188299999 5.56470000000002, 51.188999999 5.563499998, 51.189599998 5.56219999899997, 51.190299999 5.56139999999999, 51.190900002 5.56069999900001, 51.191599999 5.56009999999998, 51.192400001 5.55970000100001, 51.193599999 5.55919999999998, 51.196699999 5.557799999, 51.200800002 5.55590000000001, 51.2049 5.55400000100002, 51.205699999 5.55369999999999, 51.206099998 5.55369999999999, 51.206500001 5.55400000100002, 51.206700001 5.55459999999999, 51.2073 5.55610000000001, 51.210999999 5.56709999999998, 51.2139 5.57549999999998, 51.216499999 5.58319999999998, 51.217099998 5.58480000100002, 51.219099998 5.59059999900001, 51.2225 5.60040000100003, 51.224599998 5.606600001, 51.226599999 5.612500001, 51.229699999 5.62169999999998, 51.236099999 5.64029999799999, 51.241099998 5.654800002, 51.243799999 5.66259999900001, 51.244600002 5.6653, 51.245099999 5.66750000000002, 51.2456 5.669199999, 51.246399999 5.67060000100003, 51.247299999 5.673, 51.2478 5.67430000000002, 51.250100002 5.68120000099998, 51.2531 5.69000000099999, 51.2557 5.69779999899998, 51.260699999 5.71209999899997, 51.261500001 5.71469999800001, 51.265099999 5.72509999900001, 51.2685 5.73519999899997, 51.2707 5.74179999900002, 51.271400001 5.74390000099999, 51.272799999 5.75010000200001, 51.2731 5.75130000000001, 51.274700001 5.75749999999999, 51.275199998 5.75979999800001, 51.276500002 5.7586, 51.277399998 5.7577, 51.277399998 5.75759999799999, 51.2788 5.75629999900002, 51.279599998 5.75569999999999, 51.280099999 5.75549999999998, 51.280699998 5.75529999999998, 51.295200001 5.75270000099999, 51.300000001 5.75189999899999, 51.3037 5.75120000200002, 51.307399999 5.75070000099998, 51.315000001 5.74940000100003, 51.3178 5.74889999999999, 51.3226 5.74810000100001, 51.3299 5.74680000199999, 51.330600001 5.74669999999998, 51.3312 5.74659999800002, 51.337499999 5.74549999800001, 51.352400001 5.74300000099998, 51.362300001 5.741300002, 51.366300002 5.74069999900001, 51.3803 5.73829999899999, 51.385899998 5.73730000099999, 51.386799999 5.73719999899998, 51.387400001 5.73710000099999, 51.388 5.73680000000002, 51.388700001 5.73649999899999, 51.389400002 5.73600000099998, 51.390000001 5.735599998, 51.390500002 5.73499999900002, 51.391100001 5.73429999899997, 51.392099999 5.73290000100002, 51.3939 5.73000000000002, 51.395100001 5.72800000000001, 51.395500001 5.72740000099998, 51.3959 5.72679999799999, 51.396699999 5.72549999900002, 51.399 5.72179999899998, 51.4012 5.71840000200001, 51.403200001 5.71510000199999, 51.408199999 5.70710000000003, 51.409299999 5.70540000099999, 51.4102 5.70439999899997, 51.410999998 5.70369999899998, 51.411600001 5.70320000100003, 51.412099998 5.7029, 51.416299999 5.70129999900001, 51.419 5.70039999900001, 51.419599999 5.70030000100002, 51.422600001 5.69940000000003, 51.430500001 5.69660000099998, 51.4355 5.69480000099998, 51.4388 5.69370000100002, 51.439800002 5.69319999999999))"
