,tripName,vesselName,timeStart,timeEnd,longitudeStart,longitudeEnd,latitudeStart,latitudeEnd,currentSpeedOverGround,timestampEta,destination,typeOfShipId,length,width,draught,dimA,dim,dimC,dimD
102,trip_102,vessel_17,2019-04-20 05:39:11,2019-04-21 17:50:50,8.60427,4.686365,50.088205,51.8216,2.9,2019-04-18 22:37:00,HCHST,79.0,135.0,11.0,1.5,120.0,15.0,7.0,4.0
103,trip_103,vessel_10,2019-02-02 04:32:34,2019-02-03 08:50:34,8.711395,4.654725,50.106385,51.85657,6.4,2019-02-01 11:22:00,FRANKFURT,80.0,125.0,12.0,1.6,125.0,0.0,5.0,7.0
104,trip_104,vessel_3,2019-05-14 18:30:40,2019-05-17 06:00:03,8.524256666666666,4.664568333333333,50.07292,51.81972333333334,8.6,2019-05-14 10:00:00,FRANKFURT,79.0,135.0,12.0,0.2,120.0,15.0,4.0,8.0
105,trip_105,vessel_12,2019-02-12 09:11:17,2019-02-13 21:50:36,8.5983333333333,4.6478166666666665,50.088333333333,51.80993666666666,0.0,2019-10-04 22:07:00,NLRTM00697DOCKX0001,79.0,135.0,12.0,1.6,132.0,3.0,9.0,3.0
106,trip_106,vessel_24,2019-08-06 11:00:06,2019-08-09 06:30:12,8.545008333333334,4.6933050000000005,50.09476833333333,51.82118833333333,6.6,,FRANKFURT,79.0,135.0,11.0,2.0,120.0,15.0,3.0,8.0
107,trip_107,vessel_14,2019-08-29 05:00:12,2019-08-30 15:00:01,8.534186666666667,4.672945,50.08914333333333,51.82357833333333,7.5,2020-04-27 12:00:00,ARA FRANKFURT VV,89.0,86.0,10.0,0.3,86.0,0.0,10.0,0.0
108,trip_108,vessel_22,2019-02-07 10:12:34,2019-02-10 10:50:45,8.719305,4.684636666666667,50.106445,51.82146333333333,5.2,2019-01-26 16:58:00,NUERNBERG,79.0,176.0,11.0,2.2,91.0,85.0,10.0,1.0
109,trip_109,vessel_30,2019-07-10 19:47:18,2019-07-11 23:50:28,8.523985,4.651863333333333,50.07334,51.81303,7.8,2019-07-11 12:00:00,FRANKFURT HC6CHST,80.0,110.0,12.0,2.3,110.0,0.0,6.0,6.0
110,trip_110,vessel_55,2019-04-26 07:45:11,2019-04-27 21:50:45,8.5336716666667,4.69406,50.08923,51.82262833333333,0.0,2019-04-26 20:58:00,ANTWERPEN DOELDOK,80.0,86.0,12.0,2.6,86.0,0.0,6.0,6.0
111,trip_111,vessel_25,2019-08-24 06:20:27,2019-08-27 10:20:11,8.523060000000001,4.672818333333334,50.08083666666667,51.82340666666666,5.8,2020-01-01 00:00:00,DUISBURG,79.0,185.0,10.0,2.1,169.0,16.0,8.0,2.0
112,trip_112,vessel_7,2019-01-30 19:45:03,2019-01-31 22:46:18,8.5216666666667,4.697633333333333,50.075,51.82293166666667,7.0,2019-01-28 16:37:00,ASCHAFFENBURG,80.0,110.0,12.0,,110.0,0.0,5.0,7.0
113,trip_113,vessel_5,2019-01-14 03:53:52,2019-01-15 17:33:04,8.5233333333333,4.6592449999999985,50.083333333332995,51.81712,0.0,2019-01-13 12:00:00,NLRTM01201DOCKX00015,80.0,110.0,12.0,2.3,110.0,0.0,12.0,0.0
114,trip_114,vessel_35,2019-10-20 00:20:20,2019-10-23 01:00:32,8.524725,4.6711800000000006,50.07217,51.825,7.7,2019-10-10 23:58:00,HAFEN HANAU,80.0,110.0,12.0,0.2,100.0,10.0,6.0,6.0
115,trip_115,vessel_45,2019-02-06 18:16:40,2019-02-07 20:30:09,8.5216666666667,4.6779150000000005,50.078333333333,51.82118333333333,8.0,2019-11-16 07:44:00,DIE HEIMAT,80.0,125.0,12.0,2.2,125.0,0.0,6.0,6.0
116,trip_116,vessel_39,2019-10-18 07:34:50,2019-10-20 12:20:09,8.527555,4.672765,50.08501833333333,51.83964333333334,5.6,2020-06-17 12:00:00,RQTTERDAM,79.0,110.0,12.0,2.5,98.0,12.0,10.0,2.0
117,trip_117,vessel_40,2019-04-08 11:34:51,2019-04-10 13:00:00,8.573136666666667,4.686058333333333,50.09227166666667,51.82136,7.9,2019-04-05 15:00:00,ASCHAFFENBURG,82.0,187.0,12.0,2.2,171.0,16.0,4.0,8.0
118,trip_118,vessel_37,2019-04-30 14:04:45,2019-05-01 18:30:22,8.705205,4.678651666666667,50.106785,51.821165,6.9,,NACH HAUSE,80.0,86.0,10.0,,78.0,8.0,4.0,6.0
119,trip_119,vessel_3,2019-03-22 18:25:51,2019-03-24 14:30:23,8.705706666666666,4.699235,50.106988333333334,51.82295166666667,6.4,2019-03-22 08:58:00,FRANKFURT,79.0,135.0,12.0,0.2,120.0,15.0,4.0,8.0
120,trip_120,vessel_51,2019-08-26 19:00:00,2019-08-27 22:00:11,8.522321666666668,4.689843333333333,50.07852666666667,51.82210833333333,7.9,2019-08-24 23:18:00,FRANKFURT OSTHAFEN,80.0,125.0,12.0,,113.0,12.0,8.0,4.0
121,trip_121,vessel_3,2019-01-21 20:20:06,2019-01-24 06:30:21,8.6039,4.6952,50.08819333333334,51.82270166666667,3.2,2019-01-21 14:00:00,FRANKFURT,79.0,135.0,12.0,0.2,120.0,15.0,4.0,8.0
122,trip_122,vessel_15,2019-09-03 03:19:05,2019-09-05 04:32:55,8.526091666666666,4.666901666666667,50.08488333333333,51.82078333333333,0.0,2019-11-30 00:00:00,DEFRA03902BRDG10023,80.0,110.0,12.0,2.3,100.0,10.0,9.0,3.0
123,trip_123,vessel_37,2019-02-05 13:35:38,2019-02-07 01:19:58,8.583973333333333,4.671353333333333,50.088835,51.821685,7.3,,NACH HAUSE,80.0,86.0,10.0,,78.0,8.0,4.0,6.0
124,trip_124,vessel_12,2019-03-09 12:02:14,2019-03-10 21:20:36,8.5916666666667,4.641101666666667,50.088333333333,51.80532,6.0,2019-10-04 22:07:00,NLRTM00697DOCKX0001,79.0,135.0,12.0,1.6,132.0,3.0,9.0,3.0
125,trip_125,vessel_17,2019-07-31 12:20:19,2019-08-01 17:20:22,8.525595,4.64401,50.07063,51.807205,7.8,2019-07-29 18:37:00,KOBLENZ,79.0,135.0,11.0,1.6,120.0,15.0,7.0,4.0
126,trip_126,vessel_56,2019-02-04 19:36:21,2019-02-06 13:51:16,8.657918333333333,4.695421666666666,50.09707666666666,51.82338833333333,6.7,2019-01-30 20:00:00,NURNBERG,79.0,95.0,9.0,0.3,85.0,10.0,4.0,5.0
127,trip_127,vessel_11,2019-02-20 11:28:21,2019-02-22 08:10:05,8.5566666666667,4.669336666666666,50.1,51.82079833333334,7.0,2019-01-08 16:00:00,ASCHAFFENBURG,80.0,110.0,12.0,2.7,100.0,10.0,5.0,7.0
128,trip_128,vessel_37,2019-10-02 14:00:01,2019-10-05 05:30:22,8.527971666666666,4.685956666666667,50.0854,51.82171166666666,7.0,,NACH HAUSE,80.0,86.0,10.0,,78.0,8.0,4.0,6.0
129,trip_129,vessel_57,2019-06-15 18:50:32,2019-06-16 22:00:09,8.524415,4.693375,50.07281333333334,51.82230833333333,6.7,2019-11-30 00:00:00,,79.0,186.0,23.0,1.4,174.0,12.0,15.0,8.0
130,trip_130,vessel_32,2019-06-23 21:50:39,2019-06-24 23:20:46,8.52253,4.666516666666666,50.07894333333334,51.84548333333333,8.2,2019-06-24 17:32:00,DE HAVENDOK,89.0,135.0,12.0,1.5,123.0,12.0,9.0,3.0
131,trip_131,vessel_58,2019-07-31 13:30:47,2019-08-01 15:20:33,8.523976666666666,4.67197,50.07343,51.83396166666667,7.9,2019-07-30 23:59:00,HANAU,80.0,,,0.3,,,,
132,trip_132,vessel_43,2019-05-19 21:47:49,2019-05-21 01:30:30,8.524526666666667,4.660333333333333,50.08127666666667,51.81777333333334,0.2,2019-12-04 23:30:00,NLRTM01202DOCKX0003,80.0,110.0,12.0,1.7,105.0,5.0,10.0,2.0
133,trip_133,vessel_35,2019-09-25 05:51:06,2019-09-27 14:20:19,8.522685000000001,4.654731666666667,50.07980333333333,51.81487166666667,7.1,2019-09-23 09:28:00,HAFEN HANAU,80.0,110.0,12.0,0.2,100.0,10.0,6.0,6.0
134,trip_134,vessel_50,2019-01-21 17:52:16,2019-01-22 20:01:41,8.701485,4.690308333333333,50.10711333333333,51.82207,8.9,2019-01-11 07:21:00,STOCKSTADT,89.0,110.0,12.0,1.0,98.0,12.0,4.0,8.0
135,trip_135,vessel_59,2019-07-25 23:03:59,2019-07-28 03:50:49,8.536666666666699,4.6742599999999985,50.09,51.82134,5.0,2019-07-25 08:00:00,OBERNBURG,89.0,110.0,11.0,1.9,100.0,10.0,6.0,5.0
136,trip_136,vessel_3,2019-09-11 12:21:33,2019-09-13 11:50:43,8.525378333333334,4.655185,50.07150333333333,51.81499666666666,5.9,2019-09-10 23:00:00,FRANKFURT,79.0,135.0,12.0,0.2,120.0,15.0,4.0,8.0
137,trip_137,vessel_17,2019-12-10 09:30:26,2019-12-11 21:00:06,8.522680000000001,4.67427,50.080635,51.821905,6.2,2019-12-10 13:54:00,GUSTAVSBURG,79.0,135.0,11.0,1.7,120.0,15.0,7.0,4.0
138,trip_138,vessel_60,2019-03-30 04:25:48,2019-03-31 18:30:23,8.523095,4.663345,50.080195,51.81953833333333,5.9,2019-06-22 03:06:00,DEREG00020DOCKX00025,79.0,188.0,12.0,1.6,184.0,4.0,0.0,12.0
139,trip_139,vessel_44,2019-11-22 02:22:16,2019-11-23 04:30:15,8.525236666666666,4.679475,50.07174000000001,51.82106333333334,8.2,2019-11-30 00:00:00,HANAU,80.0,135.0,12.0,2.4,12.0,123.0,8.0,4.0
140,trip_140,vessel_53,2019-10-19 07:00:17,2019-10-20 10:20:04,8.524805,4.660865,50.07217,51.818465,7.6,2019-11-30 00:00:00,DEGEK03910DOCKX00227,80.0,110.0,12.0,1.5,92.0,18.0,2.0,10.0
141,trip_141,vessel_27,2019-06-14 23:20:11,2019-06-17 17:20:11,8.525635000000001,4.6791,50.08371500000001,51.821365,5.8,2019-06-08 14:15:00,WALLERSHEIM,79.0,110.0,12.0,2.0,94.0,16.0,7.0,5.0
142,trip_142,vessel_52,2019-02-16 11:00:18,2019-02-18 19:09:56,8.522615,4.6707,50.07693166666667,51.82581166666667,8.1,2019-11-30 00:00:00,ROTTERDAM,79.0,110.0,10.0,2.5,95.0,15.0,7.0,3.0
143,trip_143,vessel_61,2019-08-14 09:30:16,2019-08-16 08:20:05,8.549291666666667,4.673603333333333,50.09796,51.83632166666667,5.9,,ROTTERDAM,79.0,172.0,12.0,1.6,157.0,15.0,6.0,6.0
144,trip_144,vessel_14,2019-07-16 05:35:47,2019-07-17 16:30:22,8.52243,4.676815,50.076406666666664,51.82173666666666,6.7,2020-04-27 12:00:00,ARA FRANKFURT VV,89.0,86.0,10.0,0.3,86.0,0.0,10.0,0.0
145,trip_145,vessel_3,2019-12-19 09:00:03,2019-12-20 21:20:15,8.552788333333334,4.6991266666666665,50.099125,51.82320333333333,6.9,2019-12-20 23:26:00,ROTTEERDAM,79.0,135.0,12.0,0.2,120.0,15.0,4.0,8.0
146,trip_146,vessel_44,2019-01-21 23:19:31,2019-01-22 23:30:08,8.5416666666667,4.670296666666666,50.093333333333,51.82106333333334,8.0,2018-11-30 02:02:00,DEMHE03900CITYX04240,80.0,135.0,12.0,2.9,123.0,12.0,4.0,8.0
147,trip_147,vessel_60,2019-08-08 05:32:34,2019-08-11 16:30:28,8.523365,4.684676666666666,50.07443833333333,51.82139333333333,5.4,2019-06-22 03:06:00,BEAAA00016DOCKX00005,79.0,188.0,12.0,2.2,176.0,12.0,6.0,6.0
148,trip_148,vessel_62,2019-09-27 08:32:24,2019-09-28 17:20:28,8.559041666666667,4.693765,50.09880166666667,51.82235,7.2,2019-09-26 19:42:00,ROTTERDAM,80.0,110.0,12.0,1.4,95.0,15.0,5.0,7.0
149,trip_149,vessel_33,2019-06-13 15:02:03,2019-06-15 11:20:51,8.553993333333333,4.689953333333333,50.09930666666666,51.82197333333333,6.6,2019-06-16 22:00:00,ROTTERDAM,89.0,110.0,12.0,2.8,96.0,14.0,6.0,6.0
